vehicle_id,driver_id,vehicle_type,make,model,year,plate_number,seating_capacity
427,427,Auto,Toyota,Whose,2012,QP-74-OA-1698,6
428,428,Bike,Hyundai,Everything,2019,XF-63-GR-3756,4
429,429,Auto,Tata,Old,2012,TF-53-HX-5777,1
430,430,Economy,Bajaj,Several,2024,OA-92-EI-9458,3
431,431,Bike,Toyota,Blood,2016,KK-83-MW-7448,3
432,432,XL,Honda,Region,2021,RU-96-AL-0424,3
433,433,Bike,Toyota,Capital,2019,EZ-56-HL-7021,4
434,434,XL,Toyota,Start,2017,ZW-95-GU-9881,4
435,435,Economy,Toyota,Much,2018,LS-03-AO-7632,1
436,436,Auto,Hero,Ahead,2022,FO-80-KB-4374,3
437,437,Auto,Toyota,Region,2019,UH-98-AH-0865,4
438,438,Economy,Hero,One,2024,FU-61-VG-9970,3
439,439,Economy,Honda,Talk,2017,NT-39-CK-3132,6
440,440,Economy,Honda,Country,2022,CE-75-ZX-9425,4
441,441,Auto,Toyota,Other,2017,HY-75-NO-5574,6
442,442,Economy,Hero,Reach,2022,YV-28-ZD-1070,6
443,443,XL,Tata,Skill,2017,HD-55-KZ-7384,4
444,444,Auto,Toyota,Each,2016,ZR-00-EQ-6616,1
445,445,Economy,Bajaj,Nation,2019,BZ-53-SK-1766,6
446,446,Auto,Bajaj,Fund,2024,SL-44-FG-5697,1
447,447,Premium,Honda,Article,2013,CV-14-DV-3369,1
448,448,Premium,Bajaj,Sure,2018,MR-54-XL-6068,4
449,449,Auto,Bajaj,Wonder,2015,IK-60-OT-5338,1
450,450,Bike,Hyundai,Century,2012,UD-99-IT-6966,1
