payment_id,trip_id,amount,payment_method,payment_status,payment_datetime
2667,2667,238.97,Card,Success,2025-01-19 07:12:18
2668,2668,40.38,Card,Success,2025-01-19 07:16:48
2669,2669,35.18,Card,Success,2025-01-19 07:11:00
2670,2670,0.0,Card,Not_Applicable,
2671,2671,125.79,UPI,Success,2025-01-19 07:33:30
2672,2672,92.05,UPI,Success,2025-01-19 07:33:30
2673,2673,140.86,Card,Success,2025-01-19 07:52:42
2674,2674,297.06,Card,Success,2025-01-19 07:35:48
2675,2675,0.0,Cash,Not_Applicable,
2676,2676,0.0,Wallet,Not_Applicable,
2677,2677,74.02,UPI,Success,2025-01-19 07:54:12
2678,2678,99.8,UPI,Success,2025-01-19 08:24:00
2679,2679,0.0,UPI,Not_Applicable,
2680,2680,0.0,Wallet,Not_Applicable,
2681,2681,106.37,Card,Success,2025-01-19 08:25:48
2682,2682,0.0,UPI,Not_Applicable,
2683,2683,76.66,Wallet,Success,2025-01-19 08:23:00
2684,2684,0.0,UPI,Not_Applicable,
2685,2685,0.0,UPI,Not_Applicable,
2686,2686,108.49,Card,Success,2025-01-19 08:30:36
2687,2687,0.0,UPI,Not_Applicable,
2688,2688,0.0,Card,Not_Applicable,
2689,2689,174.99,Card,Success,2025-01-19 08:43:54
2690,2690,293.5,Cash,Success,2025-01-19 08:39:06
2691,2691,256.44,Card,Success,2025-01-19 08:44:54
2692,2692,95.84,Card,Success,2025-01-19 08:47:30
2693,2693,147.33,Card,Success,2025-01-19 08:51:42
2694,2694,0.0,UPI,Not_Applicable,
2695,2695,325.9,Card,Success,2025-01-19 09:16:18
2696,2696,137.69,Card,Success,2025-01-19 09:10:00
2697,2697,59.68,Wallet,Success,2025-01-19 08:55:12
2698,2698,765.13,Card,Success,2025-01-19 09:59:12
2699,2699,78.44,Card,Success,2025-01-19 09:06:48
2700,2700,106.01,Cash,Success,2025-01-19 09:32:06
2701,2701,70.07,UPI,Success,2025-01-19 09:26:12
2702,2702,0.0,Card,Not_Applicable,
2703,2703,112.57,Cash,Success,2025-01-19 09:31:42
2704,2704,0.0,Card,Not_Applicable,
2705,2705,148.14,Wallet,Success,2025-01-19 09:44:12
2706,2706,69.23,Card,Success,2025-01-19 09:54:12
2707,2707,0.0,Card,Not_Applicable,
2708,2708,55.05,Card,Success,2025-01-19 10:18:00
2709,2709,71.55,UPI,Success,2025-01-19 10:52:18
2710,2710,110.73,Wallet,Success,2025-01-19 11:18:54
2711,2711,35.08,Wallet,Success,2025-01-19 10:58:00
2712,2712,86.87,Wallet,Success,2025-01-19 11:17:48
2713,2713,163.42,Card,Success,2025-01-19 11:23:42
2714,2714,0.0,UPI,Not_Applicable,
2715,2715,0.0,Card,Not_Applicable,
2716,2716,0.0,UPI,Not_Applicable,
2717,2717,70.43,UPI,Success,2025-01-19 11:56:36
2718,2718,92.86,Card,Success,2025-01-19 12:08:36
2719,2719,33.2,Card,Success,2025-01-19 12:10:18
2720,2720,0.0,Card,Not_Applicable,
2721,2721,37.99,Card,Success,2025-01-19 12:20:48
2722,2722,37.27,Card,Success,2025-01-19 12:19:18
2723,2723,100.33,Wallet,Success,2025-01-19 12:42:30
2724,2724,0.0,Cash,Not_Applicable,
2725,2725,50.59,Wallet,Success,2025-01-19 12:22:18
2726,2726,202.15,UPI,Success,2025-01-19 12:23:18
2727,2727,309.11,Card,Success,2025-01-19 12:48:30
2728,2728,468.48,Wallet,Success,2025-01-19 13:06:36
2729,2729,0.0,Card,Not_Applicable,
2730,2730,43.21,UPI,Success,2025-01-19 12:58:18
2731,2731,0.0,Cash,Not_Applicable,
2732,2732,63.3,Card,Success,2025-01-19 12:59:30
2733,2733,91.23,Card,Success,2025-01-19 13:00:12
2734,2734,198.12,Cash,Success,2025-01-19 13:07:54
2735,2735,0.0,Cash,Not_Applicable,
2736,2736,0.0,Card,Not_Applicable,
2737,2737,132.62,Cash,Success,2025-01-19 13:02:00
2738,2738,373.6,Wallet,Success,2025-01-19 13:49:30
2739,2739,105.61,Card,Failed,2025-01-19 14:01:48
2740,2740,126.43,Wallet,Success,2025-01-19 14:18:12
2741,2741,73.05,UPI,Success,2025-01-19 14:35:48
2742,2742,57.91,Wallet,Success,2025-01-19 14:36:30
2743,2743,372.22,Wallet,Success,2025-01-19 15:15:36
2744,2744,0.0,UPI,Not_Applicable,
2745,2745,164.39,UPI,Success,2025-01-19 15:09:48
2746,2746,0.0,Cash,Not_Applicable,
2747,2747,156.68,Card,Success,2025-01-19 15:52:30
2748,2748,104.63,Card,Success,2025-01-19 15:24:36
2749,2749,83.19,Wallet,Success,2025-01-19 15:39:24
2750,2750,162.87,Card,Success,2025-01-19 15:36:48
2751,2751,112.96,Card,Success,2025-01-19 16:16:48
2752,2752,76.29,Cash,Success,2025-01-19 16:13:06
2753,2753,82.74,UPI,Success,2025-01-19 16:21:12
2754,2754,177.86,Card,Success,2025-01-19 17:01:06
2755,2755,0.0,Card,Not_Applicable,
2756,2756,135.25,UPI,Success,2025-01-19 17:02:00
2757,2757,269.41,Card,Success,2025-01-19 17:15:24
2758,2758,0.0,Card,Not_Applicable,
2759,2759,99.14,Cash,Success,2025-01-19 17:28:30
2760,2760,148.7,Card,Success,2025-01-19 17:13:06
2761,2761,0.0,UPI,Not_Applicable,
2762,2762,157.21,Card,Success,2025-01-19 17:51:00
2763,2763,292.78,Wallet,Success,2025-01-19 17:38:36
2764,2764,0.0,Cash,Not_Applicable,
2765,2765,33.8,Card,Success,2025-01-19 17:29:36
2766,2766,0.0,UPI,Not_Applicable,
2767,2767,192.84,Wallet,Success,2025-01-19 18:22:54
2768,2768,0.0,UPI,Not_Applicable,
2769,2769,187.56,UPI,Success,2025-01-19 17:53:00
2770,2770,35.07,UPI,Refunded,2025-01-19 17:54:30
2771,2771,0.0,UPI,Not_Applicable,
2772,2772,69.16,UPI,Failed,2025-01-19 18:02:18
2773,2773,0.0,Card,Not_Applicable,
2774,2774,181.48,Cash,Success,2025-01-19 18:24:30
2775,2775,110.51,Card,Success,2025-01-19 18:20:30
2776,2776,252.21,UPI,Success,2025-01-19 18:27:18
2777,2777,0.0,Card,Not_Applicable,
2778,2778,98.04,Wallet,Success,2025-01-19 18:31:00
2779,2779,0.0,Card,Not_Applicable,
2780,2780,0.0,Card,Not_Applicable,
2781,2781,0.0,Card,Not_Applicable,
2782,2782,273.52,Wallet,Success,2025-01-19 19:15:36
2783,2783,64.57,Wallet,Success,2025-01-19 18:39:00
2784,2784,63.4,UPI,Success,2025-01-19 18:50:00
2785,2785,44.21,Cash,Success,2025-01-19 18:54:54
2786,2786,192.05,UPI,Success,2025-01-19 19:27:00
2787,2787,0.0,Wallet,Not_Applicable,
2788,2788,0.0,UPI,Not_Applicable,
2789,2789,51.3,Card,Success,2025-01-19 19:05:24
2790,2790,118.14,UPI,Success,2025-01-19 19:13:00
2791,2791,0.0,Cash,Not_Applicable,
2792,2792,509.06,Cash,Refunded,2025-01-19 19:39:54
2793,2793,213.41,UPI,Success,2025-01-19 19:16:06
2794,2794,91.59,Card,Success,2025-01-19 19:37:18
2795,2795,50.37,Card,Success,2025-01-19 19:26:48
2796,2796,337.12,Cash,Success,2025-01-19 19:48:18
2797,2797,533.59,Wallet,Success,2025-01-19 20:34:30
2798,2798,0.0,Card,Not_Applicable,
2799,2799,188.81,UPI,Success,2025-01-19 19:47:18
2800,2800,0.0,Wallet,Not_Applicable,
2801,2801,183.64,UPI,Success,2025-01-19 19:46:18
2802,2802,37.52,Card,Success,2025-01-19 19:47:24
2803,2803,0.0,Wallet,Not_Applicable,
2804,2804,109.1,Card,Success,2025-01-19 20:01:48
2805,2805,268.02,UPI,Success,2025-01-19 19:58:00
2806,2806,0.0,Cash,Not_Applicable,
2807,2807,232.94,Cash,Success,2025-01-19 20:04:36
2808,2808,208.47,Card,Success,2025-01-19 20:10:00
2809,2809,149.05,Wallet,Success,2025-01-19 20:10:00
2810,2810,46.82,Wallet,Success,2025-01-19 20:14:48
2811,2811,0.0,Cash,Not_Applicable,
2812,2812,109.63,Card,Success,2025-01-19 21:03:06
2813,2813,0.0,Card,Not_Applicable,
2814,2814,73.66,Cash,Success,2025-01-19 20:38:48
2815,2815,0.0,Card,Not_Applicable,
2816,2816,123.0,Card,Success,2025-01-19 20:57:18
2817,2817,0.0,UPI,Not_Applicable,
2818,2818,0.0,UPI,Not_Applicable,
2819,2819,127.39,Card,Success,2025-01-19 21:13:24
2820,2820,73.98,Wallet,Success,2025-01-19 21:14:00
2821,2821,118.22,UPI,Success,2025-01-19 21:25:54
2822,2822,128.07,UPI,Success,2025-01-19 21:42:12
2823,2823,186.03,Card,Success,2025-01-19 21:47:24
2824,2824,650.01,Wallet,Success,2025-01-19 22:53:30
2825,2825,643.11,UPI,Success,2025-01-19 23:19:42
2826,2826,0.0,UPI,Not_Applicable,
2827,2827,93.41,UPI,Success,2025-01-19 22:38:54
2828,2828,180.83,Card,Success,2025-01-19 23:09:42
2829,2829,42.2,Wallet,Success,2025-01-19 22:45:00
2830,2830,83.09,Card,Success,2025-01-19 23:15:54
2831,2831,0.0,Card,Not_Applicable,
2832,2832,109.26,UPI,Success,2025-01-20 02:23:24
2833,2833,0.0,UPI,Not_Applicable,
2834,2834,0.0,Wallet,Not_Applicable,
2835,2835,78.98,UPI,Success,2025-01-20 05:01:18
2836,2836,263.71,Card,Success,2025-01-20 05:42:24
2837,2837,128.52,Wallet,Success,2025-01-20 05:41:00
2838,2838,98.4,Cash,Success,2025-01-20 05:43:30
2839,2839,98.71,UPI,Success,2025-01-20 06:18:54
2840,2840,156.11,Wallet,Success,2025-01-20 06:32:00
2841,2841,81.46,Wallet,Failed,2025-01-20 06:49:54
2842,2842,117.51,Cash,Success,2025-01-20 06:46:36
2843,2843,191.32,Wallet,Success,2025-01-20 07:04:18
2844,2844,137.1,Wallet,Success,2025-01-20 07:27:06
2845,2845,0.0,Card,Not_Applicable,
2846,2846,56.34,Wallet,Success,2025-01-20 07:35:54
2847,2847,120.74,UPI,Success,2025-01-20 07:41:42
2848,2848,33.84,Card,Success,2025-01-20 07:37:06
2849,2849,0.0,Card,Not_Applicable,
2850,2850,235.62,UPI,Success,2025-01-20 07:52:18
2851,2851,80.32,Cash,Success,2025-01-20 07:57:06
2852,2852,63.99,Cash,Success,2025-01-20 08:19:12
2853,2853,101.68,Wallet,Success,2025-01-20 08:41:00
2854,2854,72.91,Card,Success,2025-01-20 08:35:18
2855,2855,61.38,Cash,Success,2025-01-20 09:02:54
2856,2856,379.72,Card,Success,2025-01-20 09:19:48
2857,2857,225.15,UPI,Success,2025-01-20 09:26:12
2858,2858,258.28,Cash,Success,2025-01-20 09:23:42
2859,2859,159.85,Card,Success,2025-01-20 09:07:06
2860,2860,36.11,UPI,Success,2025-01-20 09:08:00
2861,2861,262.85,Card,Success,2025-01-20 09:19:18
2862,2862,0.0,Cash,Not_Applicable,
2863,2863,214.43,Wallet,Success,2025-01-20 09:45:00
2864,2864,102.68,UPI,Success,2025-01-20 09:35:30
2865,2865,133.88,Cash,Success,2025-01-20 09:43:24
2866,2866,29.41,Card,Success,2025-01-20 09:35:00
2867,2867,0.0,Wallet,Not_Applicable,
2868,2868,146.33,Cash,Success,2025-01-20 10:16:00
2869,2869,52.61,Cash,Success,2025-01-20 10:06:24
2870,2870,0.0,UPI,Not_Applicable,
2871,2871,238.5,Wallet,Success,2025-01-20 10:06:24
2872,2872,28.19,Card,Success,2025-01-20 10:10:48
2873,2873,0.0,Card,Not_Applicable,
2874,2874,546.7,Card,Success,2025-01-20 10:31:30
2875,2875,0.0,Wallet,Not_Applicable,
2876,2876,354.95,UPI,Success,2025-01-20 11:00:00
2877,2877,114.01,Card,Success,2025-01-20 10:44:12
2878,2878,0.0,UPI,Not_Applicable,
2879,2879,55.5,Cash,Success,2025-01-20 11:04:48
2880,2880,108.13,UPI,Success,2025-01-20 11:35:54
2881,2881,127.07,Cash,Success,2025-01-20 11:38:06
2882,2882,73.38,Card,Success,2025-01-20 11:30:48
2883,2883,0.0,UPI,Not_Applicable,
2884,2884,71.55,Card,Success,2025-01-20 12:02:18
2885,2885,93.43,Card,Success,2025-01-20 12:08:42
2886,2886,70.18,Wallet,Success,2025-01-20 12:09:12
2887,2887,142.06,UPI,Success,2025-01-20 12:42:18
2888,2888,0.0,Card,Not_Applicable,
2889,2889,166.66,UPI,Success,2025-01-20 13:02:00
2890,2890,192.25,Wallet,Success,2025-01-20 13:06:42
2891,2891,82.79,Wallet,Success,2025-01-20 12:26:54
2892,2892,36.67,UPI,Success,2025-01-20 12:28:00
2893,2893,0.0,Card,Not_Applicable,
2894,2894,60.93,Wallet,Success,2025-01-20 12:53:36
2895,2895,0.0,Wallet,Not_Applicable,
2896,2896,0.0,Card,Not_Applicable,
2897,2897,161.37,UPI,Success,2025-01-20 13:05:42
2898,2898,0.0,Card,Not_Applicable,
2899,2899,0.0,UPI,Not_Applicable,
2900,2900,101.61,Card,Success,2025-01-20 13:29:30
2901,2901,0.0,Card,Not_Applicable,
2902,2902,118.04,UPI,Success,2025-01-20 14:23:42
2903,2903,135.42,UPI,Success,2025-01-20 14:49:18
2904,2904,239.25,UPI,Success,2025-01-20 14:59:00
2905,2905,175.79,Card,Success,2025-01-20 14:57:12
2906,2906,90.54,Wallet,Failed,2025-01-20 14:41:30
2907,2907,214.24,Wallet,Failed,2025-01-20 14:56:48
2908,2908,73.33,UPI,Success,2025-01-20 14:51:00
2909,2909,240.95,UPI,Success,2025-01-20 15:04:24
2910,2910,468.56,Cash,Success,2025-01-20 15:52:00
2911,2911,275.84,Card,Success,2025-01-20 16:08:54
2912,2912,72.72,UPI,Success,2025-01-20 15:56:36
2913,2913,352.06,Card,Success,2025-01-20 16:12:06
2914,2914,0.0,Card,Not_Applicable,
2915,2915,208.97,UPI,Refunded,2025-01-20 16:14:12
2916,2916,38.74,Card,Success,2025-01-20 16:23:00
2917,2917,33.09,UPI,Success,2025-01-20 16:29:24
2918,2918,201.91,UPI,Success,2025-01-20 16:59:30
2919,2919,48.95,Card,Success,2025-01-20 16:35:00
2920,2920,0.0,Wallet,Not_Applicable,
2921,2921,177.28,Wallet,Success,2025-01-20 16:48:54
2922,2922,95.64,UPI,Success,2025-01-20 17:01:30
2923,2923,0.0,Card,Not_Applicable,
2924,2924,75.36,Wallet,Success,2025-01-20 17:10:00
2925,2925,0.0,Card,Not_Applicable,
2926,2926,60.77,Cash,Success,2025-01-20 17:27:36
2927,2927,150.5,Card,Success,2025-01-20 17:39:30
2928,2928,172.44,Wallet,Success,2025-01-20 17:31:48
2929,2929,51.44,UPI,Success,2025-01-20 17:35:24
2930,2930,311.62,Wallet,Success,2025-01-20 18:20:18
2931,2931,109.38,UPI,Success,2025-01-20 18:00:18
2932,2932,31.45,UPI,Success,2025-01-20 17:56:12
2933,2933,104.21,UPI,Success,2025-01-20 18:14:06
2934,2934,84.93,Wallet,Success,2025-01-20 17:56:00
2935,2935,81.44,Wallet,Success,2025-01-20 17:56:18
2936,2936,154.76,Cash,Success,2025-01-20 18:08:30
2937,2937,219.67,UPI,Success,2025-01-20 18:33:36
2938,2938,89.95,Card,Success,2025-01-20 18:36:54
2939,2939,49.96,UPI,Success,2025-01-20 18:38:42
2940,2940,229.41,Card,Success,2025-01-20 18:52:48
2941,2941,0.0,UPI,Not_Applicable,
2942,2942,124.66,UPI,Success,2025-01-20 18:43:18
2943,2943,57.2,UPI,Success,2025-01-20 18:43:54
2944,2944,55.21,UPI,Success,2025-01-20 18:43:24
2945,2945,0.0,UPI,Not_Applicable,
2946,2946,164.42,Card,Success,2025-01-20 18:57:24
2947,2947,0.0,Wallet,Not_Applicable,
2948,2948,353.1,Card,Success,2025-01-20 19:13:36
2949,2949,142.98,Card,Success,2025-01-20 19:47:12
2950,2950,167.57,Card,Success,2025-01-20 19:48:06
2951,2951,77.84,UPI,Success,2025-01-20 19:34:36
2952,2952,253.22,UPI,Success,2025-01-20 19:40:30
2953,2953,66.93,Card,Success,2025-01-20 20:11:18
2954,2954,404.37,UPI,Success,2025-01-20 21:09:18
2955,2955,357.72,Cash,Success,2025-01-20 20:53:54
2956,2956,0.0,Wallet,Not_Applicable,
2957,2957,0.0,Card,Not_Applicable,
2958,2958,150.48,UPI,Success,2025-01-20 20:49:00
2959,2959,86.98,Card,Success,2025-01-20 20:53:54
2960,2960,40.82,Wallet,Success,2025-01-20 20:51:00
2961,2961,0.0,UPI,Not_Applicable,
2962,2962,59.68,Card,Success,2025-01-20 20:52:36
2963,2963,201.84,UPI,Success,2025-01-20 21:35:30
2964,2964,0.0,Card,Not_Applicable,
2965,2965,99.05,Wallet,Success,2025-01-20 21:23:06
2966,2966,56.97,UPI,Success,2025-01-20 21:39:18
2967,2967,116.94,Wallet,Success,2025-01-20 22:27:36
2968,2968,69.4,Wallet,Success,2025-01-20 22:25:24
2969,2969,36.36,UPI,Success,2025-01-20 22:26:00
2970,2970,0.0,Card,Not_Applicable,
2971,2971,133.89,Wallet,Success,2025-01-21 03:11:06
2972,2972,108.17,UPI,Success,2025-01-21 02:50:48
2973,2973,0.0,Card,Not_Applicable,
2974,2974,0.0,UPI,Not_Applicable,
2975,2975,361.62,UPI,Success,2025-01-21 04:16:36
2976,2976,0.0,Card,Not_Applicable,
2977,2977,155.14,Card,Success,2025-01-21 05:49:18
2978,2978,106.74,UPI,Success,2025-01-21 05:39:06
2979,2979,85.81,Wallet,Success,2025-01-21 06:34:48
2980,2980,140.49,Card,Success,2025-01-21 06:30:42
2981,2981,39.89,Card,Success,2025-01-21 06:20:54
2982,2982,67.77,Wallet,Success,2025-01-21 06:46:18
2983,2983,0.0,UPI,Not_Applicable,
2984,2984,183.71,UPI,Success,2025-01-21 07:29:06
2985,2985,83.06,UPI,Refunded,2025-01-21 07:24:06
2986,2986,58.51,Card,Success,2025-01-21 07:31:42
2987,2987,310.95,UPI,Success,2025-01-21 08:11:06
2988,2988,163.93,Card,Success,2025-01-21 08:10:30
2989,2989,64.39,Cash,Success,2025-01-21 07:43:00
2990,2990,226.76,UPI,Success,2025-01-21 08:11:00
2991,2991,64.92,Wallet,Success,2025-01-21 07:51:24
2992,2992,58.5,UPI,Success,2025-01-21 07:55:42
2993,2993,210.58,UPI,Success,2025-01-21 08:36:36
2994,2994,118.71,Cash,Success,2025-01-21 08:32:24
2995,2995,424.31,Card,Success,2025-01-21 08:53:24
2996,2996,27.21,UPI,Success,2025-01-21 08:20:06
2997,2997,90.99,UPI,Success,2025-01-21 08:34:18
2998,2998,0.0,Card,Not_Applicable,
2999,2999,0.0,UPI,Not_Applicable,
3000,3000,84.17,Wallet,Success,2025-01-21 08:51:12
3001,3001,95.89,UPI,Success,2025-01-21 08:44:18
3002,3002,138.56,Cash,Success,2025-01-21 08:59:36
3003,3003,77.96,Wallet,Success,2025-01-21 08:41:00
3004,3004,0.0,Wallet,Not_Applicable,
3005,3005,0.0,Card,Not_Applicable,
3006,3006,94.03,Wallet,Success,2025-01-21 09:03:54
3007,3007,207.98,UPI,Success,2025-01-21 09:07:12
3008,3008,125.6,UPI,Success,2025-01-21 09:03:30
3009,3009,0.0,Card,Not_Applicable,
3010,3010,371.31,Wallet,Success,2025-01-21 09:15:48
3011,3011,166.39,Card,Success,2025-01-21 09:02:30
3012,3012,92.35,Card,Success,2025-01-21 09:07:00
3013,3013,0.0,UPI,Not_Applicable,
3014,3014,349.49,Cash,Success,2025-01-21 09:55:54
3015,3015,179.34,Cash,Success,2025-01-21 10:05:48
3016,3016,0.0,Cash,Not_Applicable,
3017,3017,157.57,Card,Success,2025-01-21 10:09:54
3018,3018,173.13,Card,Success,2025-01-21 10:47:54
3019,3019,95.1,Wallet,Success,2025-01-21 10:21:18
3020,3020,56.78,UPI,Failed,2025-01-21 10:34:06
3021,3021,263.53,Card,Success,2025-01-21 10:42:24
3022,3022,143.57,Wallet,Success,2025-01-21 10:32:18
3023,3023,65.57,Wallet,Success,2025-01-21 11:01:12
3024,3024,0.0,UPI,Not_Applicable,
3025,3025,136.69,Card,Success,2025-01-21 11:57:54
3026,3026,142.01,UPI,Success,2025-01-21 11:41:42
3027,3027,238.03,Card,Success,2025-01-21 11:45:18
3028,3028,63.78,Cash,Success,2025-01-21 11:54:24
3029,3029,116.69,Card,Success,2025-01-21 12:00:42
3030,3030,98.32,Wallet,Success,2025-01-21 12:36:12
3031,3031,74.58,UPI,Success,2025-01-21 12:38:24
3032,3032,0.0,UPI,Not_Applicable,
3033,3033,0.0,UPI,Not_Applicable,
3034,3034,94.46,Wallet,Success,2025-01-21 12:51:06
3035,3035,64.05,Wallet,Success,2025-01-21 13:03:42
3036,3036,0.0,UPI,Not_Applicable,
3037,3037,0.0,UPI,Not_Applicable,
3038,3038,0.0,UPI,Not_Applicable,
3039,3039,177.18,Card,Success,2025-01-21 13:27:24
3040,3040,299.11,Wallet,Success,2025-01-21 13:44:42
3041,3041,188.76,UPI,Success,2025-01-21 13:44:06
3042,3042,324.03,UPI,Success,2025-01-21 14:05:54
3043,3043,0.0,Card,Not_Applicable,
3044,3044,97.53,UPI,Success,2025-01-21 14:00:54
3045,3045,0.0,Card,Not_Applicable,
3046,3046,404.51,Wallet,Success,2025-01-21 14:38:12
3047,3047,127.14,Cash,Success,2025-01-21 14:38:06
3048,3048,105.86,Wallet,Success,2025-01-21 14:34:12
3049,3049,66.63,UPI,Success,2025-01-21 14:36:00
3050,3050,207.79,UPI,Success,2025-01-21 15:24:36
3051,3051,0.0,UPI,Not_Applicable,
3052,3052,86.27,Cash,Success,2025-01-21 15:18:18
3053,3053,57.92,Card,Success,2025-01-21 15:26:00
3054,3054,0.0,Wallet,Not_Applicable,
3055,3055,0.0,UPI,Not_Applicable,
3056,3056,189.47,UPI,Success,2025-01-21 15:41:24
3057,3057,85.44,UPI,Success,2025-01-21 15:46:54
3058,3058,80.71,UPI,Success,2025-01-21 15:38:06
3059,3059,0.0,Cash,Not_Applicable,
3060,3060,48.87,Wallet,Success,2025-01-21 15:58:30
3061,3061,181.75,Card,Success,2025-01-21 16:21:48
3062,3062,101.4,Wallet,Success,2025-01-21 16:18:30
3063,3063,253.87,Wallet,Success,2025-01-21 16:20:00
3064,3064,69.56,Wallet,Success,2025-01-21 16:11:30
3065,3065,36.04,Cash,Success,2025-01-21 16:22:54
3066,3066,109.18,UPI,Success,2025-01-21 16:56:30
3067,3067,114.97,UPI,Success,2025-01-21 16:43:54
3068,3068,183.41,UPI,Success,2025-01-21 16:38:12
3069,3069,0.0,Card,Not_Applicable,
3070,3070,0.0,UPI,Not_Applicable,
3071,3071,62.43,Cash,Success,2025-01-21 17:23:24
3072,3072,195.18,Wallet,Success,2025-01-21 17:52:06
3073,3073,83.37,Wallet,Success,2025-01-21 17:32:18
3074,3074,21.39,Wallet,Success,2025-01-21 17:21:00
3075,3075,0.0,Card,Not_Applicable,
3076,3076,129.06,UPI,Success,2025-01-21 17:41:36
3077,3077,78.49,Wallet,Success,2025-01-21 17:50:12
3078,3078,232.55,Card,Success,2025-01-21 18:01:24
3079,3079,188.77,Wallet,Refunded,2025-01-21 17:47:06
3080,3080,151.47,UPI,Success,2025-01-21 17:51:00
3081,3081,54.24,UPI,Success,2025-01-21 17:52:30
3082,3082,23.7,Cash,Success,2025-01-21 17:59:18
3083,3083,80.09,Wallet,Success,2025-01-21 18:03:48
3084,3084,0.0,Card,Not_Applicable,
3085,3085,0.0,Wallet,Not_Applicable,
3086,3086,81.67,Card,Success,2025-01-21 18:18:24
3087,3087,95.75,Card,Success,2025-01-21 18:25:30
3088,3088,210.2,Wallet,Success,2025-01-21 18:45:18
3089,3089,0.0,Cash,Not_Applicable,
3090,3090,0.0,Cash,Not_Applicable,
3091,3091,107.07,UPI,Success,2025-01-21 18:51:36
3092,3092,0.0,Card,Not_Applicable,
3093,3093,0.0,Wallet,Not_Applicable,
3094,3094,219.22,Cash,Success,2025-01-21 18:40:42
3095,3095,0.0,UPI,Not_Applicable,
3096,3096,0.0,Wallet,Not_Applicable,
3097,3097,103.07,Wallet,Success,2025-01-21 19:04:24
3098,3098,226.57,Cash,Success,2025-01-21 19:23:18
3099,3099,137.57,UPI,Success,2025-01-21 19:13:12
3100,3100,369.12,Card,Success,2025-01-21 19:51:54
3101,3101,0.0,Wallet,Not_Applicable,
3102,3102,227.39,UPI,Refunded,2025-01-21 19:50:30
3103,3103,168.74,Card,Success,2025-01-21 20:03:00
3104,3104,0.0,Card,Not_Applicable,
3105,3105,163.95,Wallet,Success,2025-01-21 19:57:48
3106,3106,58.66,UPI,Success,2025-01-21 20:12:36
3107,3107,0.0,UPI,Not_Applicable,
3108,3108,0.0,Card,Not_Applicable,
3109,3109,77.03,Card,Success,2025-01-21 21:03:12
3110,3110,0.0,Wallet,Not_Applicable,
3111,3111,130.87,Card,Success,2025-01-21 21:01:18
3112,3112,333.0,Cash,Refunded,2025-01-21 21:18:00
3113,3113,90.82,Cash,Success,2025-01-21 21:28:54
3114,3114,204.28,Card,Success,2025-01-21 21:05:48
3115,3115,272.43,Wallet,Success,2025-01-21 21:15:30
3116,3116,245.28,Card,Success,2025-01-21 21:18:06
3117,3117,0.0,UPI,Not_Applicable,
3118,3118,152.4,UPI,Success,2025-01-21 21:30:18
3119,3119,141.05,UPI,Success,2025-01-21 21:28:12
3120,3120,0.0,Cash,Not_Applicable,
3121,3121,67.18,Wallet,Success,2025-01-21 22:04:42
3122,3122,172.31,Card,Success,2025-01-21 22:04:48
3123,3123,134.87,Wallet,Success,2025-01-21 22:14:54
3124,3124,47.83,UPI,Success,2025-01-21 22:21:00
3125,3125,96.09,UPI,Success,2025-01-21 22:30:00
3126,3126,49.36,Card,Success,2025-01-21 22:26:00
3127,3127,61.71,UPI,Success,2025-01-21 22:33:24
3128,3128,69.3,Wallet,Success,2025-01-21 22:48:54
3129,3129,59.15,Cash,Success,2025-01-21 23:03:36
3130,3130,258.79,UPI,Success,2025-01-21 23:27:36
3131,3131,131.72,Cash,Success,2025-01-21 23:22:24
3132,3132,346.93,UPI,Success,2025-01-22 00:42:00
3133,3133,54.34,Card,Success,2025-01-22 00:21:30
3134,3134,27.9,UPI,Success,2025-01-22 00:02:30
3135,3135,0.0,Card,Not_Applicable,
3136,3136,0.0,UPI,Not_Applicable,
3137,3137,164.68,Card,Success,2025-01-22 00:20:06
3138,3138,64.89,Card,Success,2025-01-22 00:32:06
3139,3139,135.83,UPI,Success,2025-01-22 01:16:24
3140,3140,84.02,Wallet,Success,2025-01-22 01:21:06
3141,3141,126.97,UPI,Success,2025-01-22 02:14:48
3142,3142,0.0,Wallet,Not_Applicable,
3143,3143,68.31,UPI,Success,2025-01-22 02:22:00
3144,3144,67.29,UPI,Success,2025-01-22 03:02:06
3145,3145,63.16,Card,Success,2025-01-22 03:38:30
3146,3146,63.85,Wallet,Success,2025-01-22 03:51:00
3147,3147,0.0,UPI,Not_Applicable,
3148,3148,53.32,UPI,Success,2025-01-22 05:51:12
3149,3149,137.59,Cash,Success,2025-01-22 05:36:42
3150,3150,159.36,Card,Success,2025-01-22 05:59:00
3151,3151,104.01,UPI,Success,2025-01-22 06:45:54
3152,3152,151.23,UPI,Success,2025-01-22 06:57:42
3153,3153,197.69,UPI,Success,2025-01-22 07:07:06
3154,3154,96.42,UPI,Success,2025-01-22 07:09:00
3155,3155,203.13,Cash,Success,2025-01-22 07:36:00
3156,3156,164.92,Card,Success,2025-01-22 07:38:06
3157,3157,294.98,Wallet,Success,2025-01-22 08:33:54
3158,3158,0.0,Card,Not_Applicable,
3159,3159,55.39,Cash,Success,2025-01-22 07:40:00
3160,3160,130.51,UPI,Success,2025-01-22 08:05:36
3161,3161,212.56,Wallet,Success,2025-01-22 08:04:18
3162,3162,377.3,UPI,Success,2025-01-22 08:08:48
